ENSEMBL	symbol	WikiGene	Uniprot/SWISSPROT
YGL145W	TIP20	852732|TIP20	P33891
YLR089C	ALT1	850778|ALT1	P52893
YBR254C	TRS20	852556|TRS20	P38334
YOR132W	VPS17	VPS17|854300	P32913
YKR050W	TRK2	TRK2|853924	P28584
YKR075W-A	null	null	Q8TGM9
YDR358W	GGA1	GGA1|851960	Q06336
YDR080W	VPS41	851653|VPS41	P38959
tD(GUC)Q	null	null	null
YJR002W	MPP10	853458|MPP10	P47083
YNL302C	RPS19B	855414|RPS19B	P07281
YDR473C	PRP3	PRP3|852084	Q03338
tH(GUG)G2	null	null	null
YOR242C	SSP2	854416|SSP2	Q08646
YJR085C	null	853547|YJR085C	P47131
YNL114C	null	null	P53926
YJR125C	ENT3	853589|ENT3	P47160
YER003C	PMI40	PMI40|856720	P29952
YNL048W	ALG11	855679|ALG11	P53954
YPL283C	YRF1-7	855846|YRF1-3|853213|YRF1-7	P0CX15|P0CX14
YPR146C	null	null	O13571
YBR025C	OLA1	852313|OLA1	P38219
YMR009W	ADI1	855021|ADI1	Q03677
YAL012W	CYS3	CYS3|851221	P31373
YJR147W	HMS2	853612|HMS2	P47175
YMR034C	null	855050|YMR034C	Q05131
YML054C-A	null	1466497|YML054C-A	Q3E809
YBR299W	MAL32	852602|MAL32	P38158|P07265
YAR050W	FLO1	FLO1|851289	P32768
YCL065W	null	null	P37264
YPR050C	null	null	null
YCR002C	CDC10	CDC10|850358	P25342
YBR110W	ALG1	852407|ALG1	P16661
YAL064W	null	851235|YAL064W	P39711
YHR092C	HXT4	HXT4|856492	P32467
YCL005W-A	VMA9	VMA9|2732686	Q3E7B6
YJL222W	VTH2	VTH2|853233	P40890
YDL096C	OPI6	null	Q07521
YDL172C	null	null	Q12135
YLR111W	null	null	Q12528
YPL128C	TBF1	855975|TBF1	Q02457
YDL240C-A	null	null	P0C5L8
YAR062W	null	null	null
YDR254W	CHL4	851841|CHL4	P38907
YFL017W-A	SMX2	SMX2|850528	P40204
YKL205W	LOS1	LOS1|853630	P33418
YML003W	null	855010|YML003W	P0CF16
YIL014W	MNT3	854801|MNT3	P40549
YGR069W	null	null	P53245
YEL052W	AFG1	AFG1|856658	P32317
YKL108W	SLD2	SLD2|853752	P34252
YOL113W	SKM1	SKM1|854036	Q12469
YLR062C	BUD28	null	Q07992
YEL032W	MCM3	856680|MCM3	P24279
YDR327W	null	null	P87288
YGL258W	VEL1	852634|VEL1	P53058
YOR071C	NRT1	NRT1|854237	Q08485
YNL173C	MDG1	855548|MDG1	P53885
YPL244C	HUT1	HUT1|855832	Q12520
YMR150C	IMP1	855182|IMP1	P28627
YLR154W-A	null	null	Q8TGM7
YJL157C	FAR1	853283|FAR1	P21268
YDR373W	FRQ1	851979|FRQ1	Q06389
YKR029C	SET3	853900|SET3	P36124
YOL086W-A	null	854067|YOL086W-A	Q3E835
YOL037C	null	null	Q08205
YPL096C-A	ERI1	ERI1|856008	P62651
YGR239C	PEX21	853154|PEX21	P50091
YPL004C	LSP1	856103|LSP1	Q12230
YNL181W	null	855540|YNL181W	P53878
YBR058C	UBP14	852349|UBP14	P38237
YKR033C	null	null	P36128
YOL054W	PSH1	PSH1|854102	Q12161
tW(UCA)Q	null	null	null
YMR305C	SCW10	SCW10|855352	Q04951
tT(AGU)N2	null	null	null
YIR034C	LYS1	LYS1|854852	P38998
YLR138W	NHA1	850829|NHA1	Q99271
YMR116C	ASC1	855143|ASC1	P38011
YNL121C	TOM70	855602|TOM70	P07213
tE(UUC)M	null	null	null
YOR201C	MRM1	854376|MRM1	P25270
YMR095C	SNO1	855120|SNO1	Q03144
YGR091W	PRP31	PRP31|852983	P49704
tG(CCC)O	SUF5	null	null
YBL082C	ALG3	852196|ALG3	P38179
YEL030C-A	null	null	Q8TGR5
YER156C	null	856900|YER156C	P40093
YPL097W	MSY1	MSY1|856007	P48527
tL(CAA)M	null	null	null
YDL137W	ARF2	ARF2|851418	P19146
YPR104C	FHL1	856219|FHL1	P39521
YHL024W	RIM4	856361|RIM4	P38741
YML002W	null	YML002W|855011	P0CF17
YBR105C	VID24	852402|VID24	P38263
YML072C	TCB3	854903|TCB3	Q03640
YKL221W	MCH2	MCH2|853659	P36032
YOR161C-C	null	1466484|YOR161C-C	Q8TGS0
YNL317W	PFS2	PFS2|855399	P42841
YDL233W	null	YDL233W|851365	Q07684
YNL050C	null	YNL050C|855677	P53952
YPL250W-A	null	null	P0C5S0
YPR117W	null	YPR117W|856233	Q06116
YGL241W	KAP114	852610|KAP114	P53067
YOR117W	RPT5	854284|RPT5	P33297
YMR242W-A	null	YMR242W-A|1466505	Q8TGS6
snR81	null	null	null
YML042W	CAT2	854965|CAT2	P32796
YJL002C	OST1	OST1|853455	P41543
YNL089C	null	null	P53936
YNL311C	SKP2	855405|SKP2	P42843
YHL019W-A	null	null	null
YIL067C	null	854743|YIL067C	P40514
YNL338W	null	null	P53820
YGL086W	MAD1	MAD1|852794	P40957
YML035C	AMD1	AMD1|854973	P15274
YOL052C-A	DDR2	854104|DDR2	P89113
YLR271W	null	850976|YLR271W	Q06152
YML061C	PIF1	PIF1|854941	P07271
YOL051W	GAL11	854106|GAL11	P19659
YHR140W	null	856543|YHR140W	P38842
YCR030C	SYP1	SYP1|850396	P25623
YBL067C	UBP13	UBP13|852212	P38187
YDR541C	null	YDR541C|852154	Q03049
YBL100C	null	null	P38168
YBL076C	ILS1	ILS1|852202	P09436
YBL109W	null	null	P89495
YOR225W	null	null	Q12225
YJL057C	IKS1	IKS1|853389	P47042
YOR316C-A	null	YOR316C-A|1466487	Q3E806
YGR221C	TOS2	853136|TOS2	P50078
YBR103C-A	null	null	P0C5L3
YKL113C	RAD27	853747|RAD27	P26793
YNL244C	SUI1	SUI1|855477	P32911
YHR016C	YSC84	856409|YSC84	P32793
YGL187C	COX4	852688|COX4	P04037
YHR169W	DBP8	DBP8|856574	P38719
YNL337W	null	null	P53821
YPL038W-A	null	1466521|YPL038W-A	Q3E7B4
YOR058C	ASE1	ASE1|854223	P50275
YDR175C	RSM24	851755|RSM24	Q03976
YJL155C	FBP26	FBP26|853286	P32604
YOL020W	TAT2	854139|TAT2	P38967
YGR188C	BUB1	853100|BUB1	P41695
YDL185W	VMA1	851342|VMA1	P17255
YBR181C	RPS6B	852479|856015|RPS6B|RPS6A	P0CX38|P0CX37
YMR008C	PLB1	855020|PLB1	P39105
YER022W	SRB4	SRB4|856743	P32569
YIL097W	FYV10	FYV10|854710	P40492
YNR016C	ACC1	855750|ACC1	Q00955
YCL026C-A	FRM2	FRM2|850332	P37261
YMR129W	POM152	POM152|855159	P39685
YJL209W	CBP1	853221|CBP1	P07252
YDL139C	SCM3	SCM3|851416	Q12334
YBL035C	POL12	POL12|852245	P38121
YER074W	RPS24A	RPS24B|RPS24A|856805|854741	P0CX32|P0CX31
tI(UAU)D	null	null	null
YBR168W	PEX32	PEX32|852466	P38292
YEL077C	null	856630|YEL077C	Q3E7X8
YJL038C	LOH1	853413|LOH1	P47055
YEL010W	null	null	P40000
YPR021C	AGC1	856132|AGC1	Q12482
YHR113W	APE4	YHR113W|856513	P38821
YDL201W	TRM8	851326|TRM8	Q12009
YLR122C	null	null	Q12312
YNL145W	MFA2	855577|MFA2	P34166
YLR167W	RPS31	850864|RPS31	P05759
YNL082W	PMS1	PMS1|855642	P14242
YNL062C	GCD10	GCD10|855663	P41814
YNL067W-A	null	null	P0C5Q8
YDL067C	COX9	COX9|851492	P07255
YIL146C	ATG32	ATG32|854660	P40458
YGL062W	PYC1	PYC1|852818	P11154
YDR026C	null	YDR026C|851590	Q12457
YFR020W	null	null	P43600
YBR029C	CDS1	CDS1|852317	P38221
YDR289C	RTT103	851884|RTT103	Q05543
YLR387C	REH1	851103|REH1	Q06709
YML028W	TSA1	854980|TSA1	P34760
YGR001C	null	YGR001C|852884	P53200
YDR440W	DOT1	852050|DOT1	Q04089
YDR051C	DET1	851621|DET1	Q99288
YOR373W	NUD1	NUD1|854555	P32336
tV(AAC)K2	null	null	null
YDR395W	SXM1	SXM1|852004	Q04175
YKL020C	SPT23	853848|SPT23	P35210
YGR216C	GPI1	GPI1|853130	P53306
YJL220W	null	null	P40891
YLR148W	PEP3	850840|PEP3	P27801
YCR027C	RHB1	RHB1|850392	P25378
YOL083W	ATG34	854071|ATG34	Q12292
YDR206W	EBS1	851787|EBS1	Q03466
YER062C	HOR2	856791|HOR2	P40106
YAL016C-B	null	null	P0C1V3
YHR070C-A	null	null	null
YFL060C	SNO3	SNO3|850484	P43544
YHR200W	RPN10	RPN10|856607	P38886
YLR364W	GRX8	GRX8|851079	Q05926
YLL062C	MHT1	850664|MHT1	Q12525
YOL061W	PRS5	PRS5|854093	Q12265
YER028C	MIG3	856750|MIG3	P39943
YKL138C	MRPL31	MRPL31|853720	P14063
YKL176C	LST4	853678|LST4	P34239
YMR224C	MRE11	MRE11|855264	P32829
YNL308C	KRI1	855408|KRI1	P42846
YMR160W	null	YMR160W|855195	Q03823
tE(UUC)J	null	null	null
tI(AAU)L2	null	null	null
YBR191W	RPL21A	852489|RPL21A	Q02753
YOR302W	null	YOR302W|854478	P08521
YGR246C	BRF1	853161|BRF1	P29056
YDL138W	RGT2	RGT2|851417	Q12300
YKL064W	MNR2	853801|MNR2	P35724
YDR415C	null	YDR415C|852024	Q04033
YLR357W	RSC2	RSC2|851071	Q06488
YOR098C	NUP1	854265|NUP1	P20676
tL(UAA)B1	null	null	null
YDL081C	RPP1A	851478|RPP1A	P05318
YDR182W	CDC1	CDC1|851763	P40986
YOR067C	ALG8	ALG8|854233	P40351
YBR061C	TRM7	852353|TRM7	P38238
YDR127W	ARO1	851705|ARO1	P08566
YPR158W	CUR1	856281|CUR1	Q06469
YLR026C	SED5	SED5|850713	Q01590
YCR020C	PET18	PET18|850382	P25362
YIL099W	SGA1	SGA1|854708	P08019
YFR053C	HXK1	HXK1|850614	P04806
YHR174W	ENO2	ENO2|856579	P00925
YDR284C	DPP1	851878|DPP1	Q05521
YHL009W-B	null	YHL009W-B|856380	P47024|P0C2J7
tE(UUC)C	null	null	null
YIL060W	null	YIL060W|854750	P40519
YNL141W	AAH1	855581|AAH1	P53909
YKR089C	TGL4	853964|TGL4	P36165
YLL005C	SPO75	850655|SPO75	Q07798
YDR105C	TMS1	TMS1|851682	Q12116
YGR197C	SNG1	SNG1|853111	P46950
YDR197W	CBS2	CBS2|851778	P14905
YHR048W	YHK8	YHK8|856444	P38776
YKL049C	CSE4	CSE4|853817	P36012
YGL168W	HUR1	852708|HUR1	P45820
YIL015W	BAR1	BAR1|854797	P12630
tT(AGU)C	null	null	null
YGR261C	APL6	APL6|853177	P46682
YHR219C-A	null	null	P0CL36|P0CL35|P0CL34
YPL240C	HSP82	855836|HSP82	P02829
YGR148C	RPL24B	853051|RPL24B	P24000
YNL339C	YRF1-6	855377|YRF1-6	P53819
tT(AGU)J	null	null	null
snR56	null	null	null
YBR175W	SWD3	SWD3|852472	P38123
YKL202W	null	null	P36042
YOR372C	NDD1	NDD1|854554	Q08887
YBR172C	SMY2	SMY2|852470	P32909
YBL102W	SFT2	852172|SFT2	P38166
YNL143C	null	null	P53908
YNL301C	RPL18B	854029|855415|RPL18A|RPL18B	P0CX50|P0CX49
YKL128C	PMU1	PMU1|853730	P36069
YOR142W-B	null	YOR142W-B|854313	Q92393
YGR032W	GSC2	852920|GSC2	P40989
YPL269W	KAR9	855859|KAR9	P32526
YMR316W	DIA1	DIA1|855364	P54005
YDR176W	NGG1	851756|NGG1	P32494
YDR470C	UGO1	UGO1|852081	Q03327
YER095W	RAD51	RAD51|856831	P25454
YMR045C	null	855062|YMR045C	Q04214
YHR080C	null	856480|YHR080C	P38800
YFL014W	HSP12	850532|HSP12	P22943
YKL193C	SDS22	SDS22|853641	P36047
YPR160C-A	null	null	Q8TGK8
YDL171C	GLT1	GLT1|851383	Q12680
YLR211C	null	YLR211C|850908	Q05789
YOR107W	RGS2	RGS2|854274	Q99188
YOR341W	RPA190	854519|RPA190	P10964
YCR098C	GIT1	850462|GIT1	P25346
YPL108W	null	YPL108W|855996	Q02872
YNL075W	IMP4	855649|IMP4	P53941
YPL152W	RRD2	RRD2|855951	Q12461
YGR161C	RTS3	RTS3|853065	P53289
YDL033C	SLM3	SLM3|851529	Q12093
YDR298C	ATP5	ATP5|851892	P09457
YDR156W	RPA14	851734|RPA14	P50106
snR189	null	null	null
YGR075C	PRP38	852966|PRP38	Q00723
YMR263W	SAP30	855305|SAP30	P38429
YGR085C	RPL11B	852976|RPL11B	Q3E757
YIL111W	COX5B	854695|COX5B	P00425
YML080W	DUS1	854895|DUS1	P53759
YNL017C	null	null	P53977
tC(GCA)P2	null	null	null
YOR219C	STE13	854394|STE13	P33894
YER088C	DOT6	856822|DOT6	P40059
YML004C	GLO1	855009|GLO1	P50107
YER008C	SEC3	856726|SEC3	P33332
YCL047C	POF1	YCL047C|850310	P25576
YNR036C	MRPS12	MRPS12|855772	P53732
YOR343W-A	null	YOR343W-A|854522	Q12293
YDR301W	CFT1	851895|CFT1	Q06632
YAL031W-A	null	null	null
YGR155W	CYS4	CYS4|853059	P32582
YJL065C	DLS1	853381|DLS1	P40366
YGL232W	TAN1	TAN1|852619	P53072
YDR430C	CYM1	CYM1|852041	P32898
YDR489W	SLD5	SLD5|852100	Q03406
YMR175W-A	null	YMR175W-A|1466501	Q3E766
YDL130W	RPP1B	851427|RPP1B	P10622
tV(AAC)L	null	null	null
YLR256W	HAP1	850958|HAP1	P0CE42|P0CE41
tL(UAA)Q	null	null	null
YKR008W	RSC4	853877|RSC4	Q02206
YKL035W	UGP1	UGP1|853830	P32861
YDR540C	IRC4	IRC4|852153	Q03036
YHL003C	LAG1	856386|LAG1	P38703
YDL160C-A	null	1466431|YDL160C-A	Q3E829
YDR326C	YSP2	YSP2|851926	Q06681
tG(GCC)B	null	null	null
YDL179W	PCL9	PCL9|851375	Q12477
YMR301C	ATM1	ATM1|855347	P40416
YNL339W-B	null	null	P0CL36|P0CL35|P0CL34
YNR070W	PDR18	PDR18|855807	P53756
YPL175W	SPT14	855928|SPT14	P32363
YJL160C	null	YJL160C|853280	P46999
YIR033W	MGA2	MGA2|854851	P40578
YLL008W	DRS1	850652|DRS1	P32892
YKL009W	MRT4	MRT4|853860	P33201
YLR359W	ADE13	ADE13|851073	Q05911
YCR071C	IMG2	850434|IMG2	P25642
YHR019C	DED81	DED81|856412	P38707
YBR223W-A	null	null	Q8TGQ3
YBR185C	MBA1	MBA1|852483	P38300
YFL052W	null	YFL052W|850492	P43551
YJL179W	PFD1	853260|PFD1	P46988
YPR154W	PIN3	856277|PIN3	Q06449
YIL147C	SLN1	854659|SLN1	P39928
YBL022C	PIM1	852259|PIM1	P36775
YGR217W	CCH1	CCH1|853131	P50077
YHR008C	SOD2	856399|SOD2	P00447
YDR530C	APA2	852143|APA2	P22108
YDL072C	YET3	YET3|851487	Q07451
YLR120W-A	null	null	Q8TGR1
YBR229C	ROT2	852530|ROT2	P38138
YML075C	HMG1	854900|HMG1	P12683
YGL051W	MST27	852830|MST27	P53176
YDR094W	null	null	null
YCR007C	null	YCR007C|850364	P25354
YDL112W	TRM3	TRM3|851446	Q07527
YJL020W-A	null	null	Q8TGN2
YBR062C	null	YBR062C|852354	P38239
YBR210W	ERV15	852511|ERV15	P38312
YLR035C	MLH2	850722|MLH2	Q07980
tE(CUC)D	null	null	null
YDR072C	IPT1	851644|IPT1	P38954
YNR064C	null	855801|YNR064C	P53750
YPL206C	PGC1	PGC1|855895	Q08959
YLR067C	PET309	850756|PET309	P32522
YMR200W	ROT1	855240|ROT1	Q03691
YKL183C-A	null	1500485|YKL183C-A	Q3E765
YER134C	null	YER134C|856873	P40081
TLC1	null	null	null
tE(CUC)I	null	null	null
YLR431C	ATG23	851151|ATG23	Q06671
YOR028C	CIN5	CIN5|854193	P40917
YNL298W	CLA4	855418|CLA4	P48562
YKL171W	NNK1	NNK1|853683	P36003
YER110C	KAP123	856846|KAP123	P40069
YBL071C	null	null	P38185
YAL032C	PRP45	PRP45|851201	P28004
YDL083C	RPS16B	RPS16B|855174|RPS16A|851476	P0CX52|P0CX51
YHL025W	SNF6	856360|SNF6	P18888
YOL071W	EMI5	EMI5|854083	Q08230
tK(CUU)P	null	null	null
YPR173C	VPS4	VPS4|856303	P52917
YER019W	ISC1	856739|ISC1	P40015
YNL263C	YIF1	YIF1|855458	P53845
YDR478W	SNM1	SNM1|852089	P40993
YHR218W	null	856628|YHR218W	P38899
YNL336W	COS1	855380|COS1	P53822
YNL261W	ORC5	ORC5|855460	P50874
YBR019C	GAL10	852307|GAL10	P04397
YHR180C-B	null	null	P0C5N5
YBR111W-A	SUS1	SUS1|1466445	Q6WNK7
YAL027W	SAW1	851206|SAW1	P39735
YDR007W	TRP1	TRP1|851570	P00912
YDR439W	LRS4	852049|LRS4	Q04087
YKL136W	null	null	P36065
tT(AGU)H	null	null	null
YGR076C	MRPL25	852967|MRPL25	P23369
YBL083C	null	null	P38178
YKL124W	SSH4	853735|SSH4	P32343
YNL061W	NOP2	NOP2|855664	P40991
YJR009C	TDH2	TDH2|853465	P00358
YIL118W	RHO3	RHO3|854688	Q00245
snR67	null	null	null
YJL183W	MNN11	MNN11|853256	P46985
YBR126W-A	null	null	Q8TGU7
YKR094C	RPL40B	RPL40B|854658|853969|RPL40A	P0CH09|P0CH08
YML040W	null	YLR227W-A|854968|YML040W|850926|853483|YJR026W	P0CX76|P0CX75|P0CX74
YNL138W-A	YSF3	1466511|YSF3	P0C074
YOR073W	SGO1	SGO1|854240	Q08490
YLR043C	TRX1	TRX1|850732	P22217
YMR202W	ERG2	ERG2|855242	P32352
YBR031W	RPL4A	RPL4A|852319	P10664
YDR446W	ECM11	ECM11|852057	Q04110
YBR228W	SLX1	SLX1|852529	P38324
YGR291C	null	null	P53340
YGR271W	SLH1	SLH1|853187	P53327
YLR284C	ECI1	ECI1|850990	Q05871
YDR268W	MSW1	MSW1|851861	P04803
YMR141W-A	null	null	P0C5Q4
YPR084W	null	856199|YPR084W	Q06821
YGR177C	ATF2	ATF2|853088	P53296
YDR319C	null	YDR319C|851917	Q06676
YAL037C-A	null	YAL037C-A|1466428	Q3E741
YOR084W	LPX1	854251|LPX1	Q12405
YBR214W	SDS24	SDS24|852515	P38314
YDR338C	null	851938|YDR338C	Q05497
YOR032W-A	null	1466481|YOR032W-A	Q8TGS1
YAL063C	FLO9	851236|FLO9	P39712
YMR277W	FCP1	855320|FCP1	Q03254
YMR279C	null	YMR279C|855322	Q03263
YLR039C	RIC1	RIC1|850728	P40395
YPR196W	null	YPR196W|856326	Q06595
YJL161W	FMP33	FMP33|853279	P46998
YNL081C	SWS2	SWS2|855643	P53937
YPL257W	null	855818|YPL257W	Q08974
YER058W	PET117	PET117|856786	Q02771
tG(GCC)P1	null	null	null
YNL249C	MPA43	855472|MPA43	P53583
YJR050W	ISY1	ISY1|853509	P21374
YNL090W	RHO2	855634|RHO2	P06781
YJL039C	NUP192	NUP192|853410	P47054
YMR232W	FUS2	855272|FUS2	Q05670
YBL038W	MRPL16	MRPL16|852242	P38064
YNL193W	null	855528|YNL193W	P53870
YOR253W	NAT5	854427|NAT5	Q08689
YHR214C-D	null	YHR214C-D|1466534	P0CX93|P0CX92
YLR434C	null	null	O13576
YML048W	GSF2	854957|GSF2	Q04697
YKL105C	null	853756|YKL105C	P34250
YLR024C	UBR2	850711|UBR2	Q07963
YDR151C	CTH1	CTH1|851729	P47976
YJL102W	MEF2	MEF2|853342	P39677
YDR445C	null	null	Q04100
YJL047C-A	null	YJL047C-A|1466468	Q3E737
YDR363W-A	SEM1	SEM1|851967	O94742
YLR230W	null	null	null
YOL029C	null	854128|YOL029C	Q08187
YKR092C	SRP40	SRP40|853967	P32583
YCL029C	BIK1	BIK1|850328	P11709
YEL034C-A	null	null	Q02217
YJR026W	null	YLR227W-A|854968|YML040W|850926|853483|YJR026W	P0CX76|P0CX75|P0CX74
YOL059W	GPD2	GPD2|854095	P41911
YFL046W	FMP32	850498|FMP32	P43557
YJL166W	QCR8	853273|QCR8	P08525
YMR056C	AAC1	AAC1|855078	P04710
YOR128C	ADE2	854295|ADE2	P21264
YJR137C	MET5	853602|MET5	P47169
YMR148W	OSW5	OSW5|855179	P40219
YJL088W	ARG3	ARG3|853357	P05150
YLR238W	FAR10	850939|FAR10	Q06001
YKR101W	SIR1	853976|SIR1	P21691
YBR148W	YSW1	852445|YSW1	P38280
YPR119W	CLB2	CLB2|856236	P24869
YOR358W	HAP5	854540|HAP5	Q02516
YPL074W	YTA6	856031|YTA6	P40328
YNL225C	CNM67	CNM67|855496	P53865
YPL215W	CBP3	855886|CBP3	P21560
YJR108W	ABM1	853572|ABM1	P47146
YHR013C	ARD1	ARD1|856404	P07347
YBR196C-B	null	YBR196C-B|1466448	Q3E778
tW(CCA)P	null	null	null
YLR185W	RPL37A	RPL37A|850882	P49166
YPL104W	MSD1	856000|MSD1	P15179
tP(UGG)L	null	null	null
YGL212W	VAM7	852660|VAM7	P32912
YEL049W	PAU2	PAU9|852163|856662|PAU2	P32612
YGL185C	null	852690|YGL185C	P53100
YNR032W	PPG1	855766|PPG1	P32838
YHR010W	RPL27A	RPL27A|856401	P0C2H6
YHR006W	STP2	STP2|856397	P38704
YFL051C	null	YFL051C|850493	P43552
YGL116W	CDC20	CDC20|852762	P26309
YHR034C	PIH1	856429|PIH1	P38768
YOL148C	SPT20	SPT20|854017	P50875
YLR406C-A	null	YLR406C-A|1466423	Q8TGT1
YDL001W	RMD1	RMD1|851563	Q03441
YBR204C	LDH1	852503|YBR204C	P38139
YDR056C	null	YDR056C|851626	Q12025
YGL012W	ERG4	ERG4|852872	P25340
YAL003W	EFB1	EFB1|851260	P32471
tL(CAA)K	null	null	null
YIR022W	SEC11	SEC11|854840	P15367
YKL194C	MST1	MST1|853640	P07236
YLL063C	AYT1	850663|AYT1	Q12226
YCR067C	SED4	SED4|850431	P25365
YML047W-A	null	null	null
YDR496C	PUF6	PUF6|852107	Q04373
YKL018C-A	null	YKL018C-A|853850	Q3E7A7
YLR171W	null	null	O13562
YNL055C	POR1	855669|POR1	P04840
YKL187C	null	YKL187C|853648	P34231
YDL230W	PTP1	PTP1|851368	P25044
tS(AGA)M	null	null	null
YBR177C	EHT1	EHT1|852476	P38295
YDL194W	SNF3	SNF3|851333	P10870
YMR320W	null	null	Q04897
YDR244W	PEX5	851831|PEX5	P35056
YML011C	RAD33	854998|RAD33	Q04231
YMR290W-A	null	null	null
YGL118C	null	null	P53132
YJL028W	null	853425|YJL028W	P47062
YOL108C	INO4	854042|INO4	P13902
YDR006C	SOK1	SOK1|851569	P40317
YER048C	CAJ1	856772|CAJ1	P39101
YIR020C	null	null	P40575
YLR152C	null	YLR152C|850845	P54072
YDL175C	AIR2	851379|AIR2	Q12476
tD(GUC)O	null	null	null
YLR195C	NMT1	NMT1|850892	P14743
YKL082C	RRP14	RRP14|853780	P36080
snR83	null	null	null
YOR184W	SER1	SER1|854356	P33330
YHL041W	null	null	P38730
YGL227W	VID30	VID30|852624	P53076
YDL145C	COP1	COP1|851410	P53622
YDR043C	NRG1	851613|NRG1	Q03125
YDL073W	null	YDL073W|851486	Q07454
YOR188W	MSB1	MSB1|854360	P21339
YGL005C	COG7	COG7|852879	P53195
YKL137W	CMC1	853721|CMC1	P36064
YNL220W	ADE12	ADE12|855501	P80210
YFL040W	null	850503|YFL040W	P43562
YIL031W	ULP2	854780|ULP2	P40537
YKR100C	SKG1	853975|SKG1	P36169
YJL137C	GLG2	GLG2|853304	P47011
tD(GUC)L1	null	null	null
YNL106C	INP52	INP52|855618	P50942
YML027W	YOX1	YOX1|854981	P34161
YBL075C	SSA3	852203|SSA3	P09435
YOL048C	RRT8	854109|RRT8	Q08219
YKR104W	null	YKR104W|853979	P0CE69
YJL095W	BCK1	BCK1|853350	Q01389
YOR369C	RPS12	854551|RPS12	P48589
YPL213W	LEA1	855888|LEA1	Q08963
YOR035C	SHE4	SHE4|854200	P51534
tL(CAA)A	SUP56	null	null
YOL019W-A	null	1466477|YOL019W-A	Q8TGS2
YOR192C-C	null	1466485|YOR192C-C	Q3E736
YOL154W	ZPS1	854011|ZPS1	Q12512
YJR139C	HOM6	HOM6|853604	P31116
YHR055C	CUP1-2	CUP1-1|856450|856452|CUP1-2	P0CX81|P0CX80
YOR008W-B	null	null	P0C5Q9
YJR014W	TMA22	853471|TMA22	P47089
YLR040C	null	850730|YLR040C	Q07988
YBR271W	null	YBR271W|852574	P38347
YEL075W-A	null	null	P89888
YPL063W	TIM50	TIM50|856042	Q02776
YLR008C	PAM18	PAM18|850694	Q07914
YBR286W	APE3	852589|APE3	P37302
YBR034C	HMT1	HMT1|852322	P38074
YDR516C	EMI2	EMI2|852128	Q04409
YER137W-A	null	null	null
YIL121W	QDR2	QDR2|854685	P40474
YBR280C	SAF1	852583|SAF1	P38352
YDR228C	PCF11	PCF11|851814	P39081
YDR290W	null	null	P87280
YBR150C	TBS1	852447|TBS1	P38114
YBR056W	null	852346|YBR056W	P38081
YKL055C	OAR1	853810|OAR1	P35731
YKL150W	MCR1	MCR1|853707	P36060
YKL047W	null	YKL047W|853819	P36090
YNL159C	ASI2	ASI2|855563	P53895
YBL100W-C	null	YBL100W-C|1466439	P0C269
YLR415C	null	851133|YLR415C	O13578
YJL027C	null	853426|YJL027C	P47063
YMR302C	YME2	YME2|855348	P32843
YBR243C	ALG7	852545|ALG7	P07286
YJR151W-A	null	null	null
YGR109W-A	null	853005|YGR109W-A	Q12173
YMR234W	RNH1	RNH1|855274	Q04740
YAL051W	OAF1	851247|OAF1	P39720
YDR271C	null	null	P87282
YOR309C	null	null	Q12444
YDL055C	PSA1	851504|PSA1	P41940
YNL010W	null	YNL010W|855722	P53981
YJL099W	CHS6	CHS6|853346	P40955
YLL047W	null	null	Q07881
YDL118W	null	851438|YDL118W	Q07535
YPR135W	CTF4	CTF4|856254	Q01454
YPR156C	TPO3	TPO3|856279	Q06451
YDL002C	NHP10	NHP10|851562	Q03435
YCR052W	RSC6	RSC6|850419	P25632
YML117W	NAB6	854922|NAB6	Q03735
YDR497C	ITR1	852108|ITR1	P30605
YER117W	RPL23B	852191|RPL23A|RPL23B|856853	P0CX42|P0CX41
YLR323C	CWC24	CWC24|851033	P53769
YDR183W	PLP1	851764|PLP1	Q04004
YHR001W-A	QCR10	856390|QCR10	P37299
YML118W	NGL3	854921|NGL3	Q03210
YNL174W	null	null	P53884
YLR319C	BUD6	851029|BUD6	P41697
YJL176C	SWI3	853264|SWI3	P32591
YJL213W	null	853217|YJL213W	P40896
YNL178W	RPS3	RPS3|855543	P05750
YPL056C	LCL1	856051|LCL1	Q02786
YIL056W	VHR1	854755|VHR1	P40522
YDR129C	SAC6	SAC6|851707	P32599
YJL186W	MNN5	853253|MNN5	P46982
YOR392W	null	null	Q08915
YGL198W	YIP4	852676|YIP4	P53093
YGL061C	DUO1	DUO1|852819	P53168
YGR129W	SYF2	853030|SYF2	P53277
YNL016W	PUB1	PUB1|855716	P32588
YBR144C	null	null	P34215
YGR099W	TEL2	TEL2|852991	P53038
YNR049C	MSO1	MSO1|855785	P53604
YDR459C	PFA5	852070|PFA5	Q03289
YKL106W	AAT1	AAT1|853755	Q01802
YHR021C	RPS27B	RPS27B|856415	P38711
YBR257W	POP4	POP4|852560	P38336
YKL211C	TRP3	853669|TRP3	P00937
YML120C	NDI1	854919|NDI1	P32340
YKR083C	DAD2	DAD2|853958	P36162
tY(GUA)Q	null	null	null
YDL166C	FAP7	FAP7|851388	Q12055
YOL049W	GSH2	854108|GSH2	Q08220
YCR081W	SRB8	SRB8|850442	P25648
YOR159C	SME1	SME1|854330	Q12330
